No,VoucherType,Quantity,Sales,Date
1976,100 Birr,2293,229300,6/21/2021
1977,250 Birr,29,7250,6/21/2021
1978,1000 Birr,12,12000,6/21/2021
1979,100 Birr,3107,310700,6/20/2021
1980,10 Birr,91508,915080,6/20/2021
1981,50 Birr,9357,467850,6/20/2021
1982,15 Birr,36462,546930,6/20/2021
1983,25 Birr,26522,663050,6/20/2021
1984,5 Birr,40175,200875,6/20/2021
1985,500 Birr,5,2500,6/20/2021
1986,250 Birr,8,2000,6/20/2021
1987,1000 Birr,1,1000,6/20/2021
1988,10 Birr,146744,1467440,6/19/2021
1989,15 Birr,65514,982710,6/19/2021
1990,25 Birr,51915,1297875,6/19/2021
1991,5 Birr,63707,318535,6/19/2021
1992,100 Birr,6535,653500,6/19/2021
1993,50 Birr,18683,934150,6/19/2021
1994,500 Birr,65,32500,6/19/2021
1995,250 Birr,46,11500,6/19/2021
1996,1000 Birr,3,3000,6/19/2021
1997,15 Birr,66858,1002870,6/18/2021
1998,5 Birr,59496,297480,6/18/2021
1999,25 Birr,47953,1198825,6/18/2021
2000,10 Birr,159329,1593290,6/18/2021
2001,100 Birr,5579,557900,6/18/2021
2002,50 Birr,16153,807650,6/18/2021
2003,1000 Birr,2,2000,6/18/2021
2004,500 Birr,9,4500,6/18/2021
2005,250 Birr,7,1750,6/18/2021
2006,25 Birr,44537,1113425,6/17/2021
2007,5 Birr,91180,455900,6/17/2021
2008,10 Birr,142407,1424070,6/17/2021
2009,15 Birr,58918,883770,6/17/2021
2010,50 Birr,15195,759750,6/17/2021
2011,100 Birr,4181,418100,6/17/2021
2012,500 Birr,35,17500,6/17/2021
2013,1000 Birr,4,4000,6/17/2021
2014,250 Birr,3,750,6/17/2021
2015,25 Birr,41865,1046625,6/16/2021
2016,10 Birr,137419,1374190,6/16/2021
2017,15 Birr,53665,804975,6/16/2021
2018,5 Birr,67133,335665,6/16/2021
2019,100 Birr,4837,483700,6/16/2021
2020,50 Birr,14967,748350,6/16/2021
2021,500 Birr,5,2500,6/16/2021
2022,1000 Birr,6,6000,6/16/2021
2023,250 Birr,13,3250,6/16/2021
2024,15 Birr,64617,969255,6/15/2021
2025,5 Birr,81205,406025,6/15/2021
2026,10 Birr,143688,1436880,6/15/2021
2027,100 Birr,5059,505900,6/15/2021
2028,25 Birr,49614,1240350,6/15/2021
2029,50 Birr,17641,882050,6/15/2021
2030,1000 Birr,3,3000,6/15/2021
2031,250 Birr,4,1000,6/15/2021
2032,500 Birr,24,12000,6/15/2021
2033,5 Birr,60101,300505,6/14/2021
2034,10 Birr,176798,1767980,6/14/2021
2035,1000 Birr,5,5000,6/14/2021
2036,15 Birr,67477,1012155,6/14/2021
2037,25 Birr,57760,1444000,6/14/2021
2038,50 Birr,18384,919200,6/14/2021
2039,100 Birr,4493,449300,6/14/2021
2040,250 Birr,7,1750,6/14/2021
2041,500 Birr,7,3500,6/14/2021
2042,15 Birr,28950,434250,6/13/2021
2043,5 Birr,42744,213720,6/13/2021
2044,25 Birr,22448,561200,6/13/2021
2045,100 Birr,2104,210400,6/13/2021
2046,10 Birr,77303,773030,6/13/2021
2047,50 Birr,7614,380700,6/13/2021
2048,250 Birr,6,1500,6/13/2021
2049,500 Birr,5,2500,6/13/2021
2050,25 Birr,49415,1235375,6/12/2021
2051,5 Birr,60974,304870,6/12/2021
2052,15 Birr,72316,1084740,6/12/2021
2053,50 Birr,17673,883650,6/12/2021
2054,100 Birr,6602,660200,6/12/2021
2055,10 Birr,142765,1427650,6/12/2021
2056,250 Birr,9,2250,6/12/2021
2057,500 Birr,6,3000,6/12/2021
2058,1000 Birr,5,5000,6/12/2021
2059,10 Birr,171880,1718800,6/11/2021
2060,25 Birr,42063,1051575,6/11/2021
2061,5 Birr,85284,426420,6/11/2021
2062,15 Birr,51969,779535,6/11/2021
2063,50 Birr,14696,734800,6/11/2021
2064,100 Birr,3944,394400,6/11/2021
2065,250 Birr,9,2250,6/11/2021
2066,1000 Birr,5,5000,6/11/2021
2067,500 Birr,12,6000,6/11/2021
2068,50 Birr,17795,889750,6/10/2021
2069,10 Birr,132636,1326360,6/10/2021
2070,25 Birr,46717,1167925,6/10/2021
2071,15 Birr,55781,836715,6/10/2021
2072,100 Birr,4480,448000,6/10/2021
2073,5 Birr,74781,373905,6/10/2021
2074,500 Birr,8,4000,6/10/2021
2075,250 Birr,5,1250,6/10/2021
2076,1000 Birr,4,4000,6/10/2021
2077,5 Birr,70394,351970,6/9/2021
2078,15 Birr,64040,960600,6/9/2021
2079,50 Birr,16484,824200,6/9/2021
2080,25 Birr,49945,1248625,6/9/2021
2081,10 Birr,149829,1498290,6/9/2021
2082,100 Birr,6058,605800,6/9/2021
2083,500 Birr,39,19500,6/9/2021
2084,1000 Birr,3,3000,6/9/2021
2085,250 Birr,11,2750,6/9/2021
2086,15 Birr,50778,761670,6/8/2021
2087,25 Birr,41629,1040725,6/8/2021
2088,5 Birr,60113,300565,6/8/2021
2089,10 Birr,124022,1240220,6/8/2021
2090,50 Birr,14520,726000,6/8/2021
2091,100 Birr,5469,546900,6/8/2021
2092,250 Birr,5,1250,6/8/2021
2093,1000 Birr,3,3000,6/8/2021
2094,500 Birr,21,10500,6/8/2021
2095,15 Birr,64379,965685,6/7/2021
2096,50 Birr,17651,882550,6/7/2021
2097,100 Birr,4718,471800,6/7/2021
2098,25 Birr,47152,1178800,6/7/2021
2099,10 Birr,151173,1511730,6/7/2021
2100,5 Birr,72813,364065,6/7/2021
2101,1000 Birr,23,23000,6/7/2021
2102,500 Birr,7,3500,6/7/2021
2103,250 Birr,1,250,6/7/2021
2104,25 Birr,27636,690900,6/6/2021
2105,10 Birr,74449,744490,6/6/2021
2106,15 Birr,33231,498465,6/6/2021
2107,5 Birr,37588,187940,6/6/2021
2108,50 Birr,8424,421200,6/6/2021
2109,100 Birr,2119,211900,6/6/2021
2110,250 Birr,5,1250,6/6/2021
2111,1000 Birr,2,2000,6/6/2021
2112,500 Birr,4,2000,6/6/2021
2113,10 Birr,126512,1265120,6/5/2021
2114,15 Birr,56619,849285,6/5/2021
2115,100 Birr,5222,522200,6/5/2021
2116,50 Birr,16065,803250,6/5/2021
2117,25 Birr,45500,1137500,6/5/2021
2118,5 Birr,66275,331375,6/5/2021
2119,250 Birr,8,2000,6/5/2021
2120,1000 Birr,2,2000,6/5/2021
2121,500 Birr,3,1500,6/5/2021
2122,15 Birr,60568,908520,6/4/2021
2123,10 Birr,148401,1484010,6/4/2021
2124,25 Birr,39974,999350,6/4/2021
2125,5 Birr,59011,295055,6/4/2021
2126,50 Birr,14409,720450,6/4/2021
2127,100 Birr,4722,472200,6/4/2021
2128,500 Birr,24,12000,6/4/2021
2129,1000 Birr,5,5000,6/4/2021
2130,250 Birr,6,1500,6/4/2021
2131,25 Birr,38152,953800,6/3/2021
2132,50 Birr,14406,720300,6/3/2021
2133,10 Birr,112715,1127150,6/3/2021
2134,15 Birr,49906,748590,6/3/2021
2135,5 Birr,51816,259080,6/3/2021
2136,100 Birr,4538,453800,6/3/2021
2137,500 Birr,15,7500,6/3/2021
2138,1000 Birr,2,2000,6/3/2021
2139,250 Birr,4,1000,6/3/2021
2140,10 Birr,140178,1401780,6/2/2021
2141,25 Birr,41708,1042700,6/2/2021
2142,50 Birr,15381,769050,6/2/2021
2143,15 Birr,57659,864885,6/2/2021
2144,100 Birr,4734,473400,6/2/2021
2145,5 Birr,64875,324375,6/2/2021
2146,250 Birr,14,3500,6/2/2021
2147,1000 Birr,7,7000,6/2/2021
2148,500 Birr,7,3500,6/2/2021
2149,25 Birr,53460,1336500,6/1/2021
2150,10 Birr,159844,1598440,6/1/2021
2151,5 Birr,84503,422515,6/1/2021
2152,15 Birr,70113,1051695,6/1/2021
2153,50 Birr,19016,950800,6/1/2021
2154,500 Birr,24,12000,6/1/2021
2155,250 Birr,33,8250,6/1/2021
2156,1000 Birr,15,15000,6/1/2021
2157,100 Birr,6339,633900,6/1/2021
2158,10 Birr,132674,1326740,5/31/2021
2159,15 Birr,39803,597045,5/31/2021
2160,5 Birr,63912,319560,5/31/2021
2161,50 Birr,14429,721450,5/31/2021
2162,100 Birr,3823,382300,5/31/2021
2163,25 Birr,41934,1048350,5/31/2021
2164,250 Birr,9,2250,5/31/2021
2165,500 Birr,6,3000,5/31/2021
2166,1000 Birr,4,4000,5/31/2021
2167,100 Birr,2372,237200,5/30/2021
2168,50 Birr,8263,413150,5/30/2021
2169,5 Birr,37858,189290,5/30/2021
2170,10 Birr,71099,710990,5/30/2021
2171,25 Birr,23614,590350,5/30/2021
2172,15 Birr,30614,459210,5/30/2021
2173,1000 Birr,8,8000,5/30/2021
2174,5 Birr,66325,331625,5/29/2021
2175,50 Birr,16716,835800,5/29/2021
2176,10 Birr,150719,1507190,5/29/2021
2177,15 Birr,64104,961560,5/29/2021
2178,100 Birr,5459,545900,5/29/2021
2179,25 Birr,49454,1236350,5/29/2021
2180,250 Birr,2,500,5/29/2021
2181,1000 Birr,3,3000,5/29/2021
2182,100 Birr,3238,323800,5/28/2021
2183,10 Birr,120212,1202120,5/28/2021
2184,5 Birr,67051,335255,5/28/2021
2185,50 Birr,11043,552150,5/28/2021
2186,25 Birr,26781,669525,5/28/2021
2187,15 Birr,35126,526890,5/28/2021
2188,500 Birr,7,3500,5/28/2021
2189,250 Birr,15,3750,5/28/2021
2190,1000 Birr,12,12000,5/28/2021
2191,5 Birr,43764,218820,5/27/2021
2192,50 Birr,11155,557750,5/27/2021
2193,10 Birr,102919,1029190,5/27/2021
2194,25 Birr,32281,807025,5/27/2021
2195,15 Birr,40067,601005,5/27/2021
2196,100 Birr,4342,434200,5/27/2021
2197,1000 Birr,5,5000,5/27/2021
2198,500 Birr,14,7000,5/27/2021
2199,250 Birr,5,1250,5/27/2021
2200,5 Birr,53394,266970,5/26/2021
2201,25 Birr,34309,857725,5/26/2021
2202,50 Birr,12752,637600,5/26/2021
2203,10 Birr,133703,1337030,5/26/2021
2204,15 Birr,47077,706155,5/26/2021
2205,100 Birr,4107,410700,5/26/2021
2206,1000 Birr,7,7000,5/26/2021
2207,10 Birr,144939,1449390,5/25/2021
2208,5 Birr,80456,402280,5/25/2021
2209,25 Birr,44002,1100050,5/25/2021
2210,50 Birr,15270,763500,5/25/2021
2211,15 Birr,51610,774150,5/25/2021
2212,100 Birr,4643,464300,5/25/2021
2213,250 Birr,28,7000,5/25/2021
2214,500 Birr,2,1000,5/25/2021
2215,1000 Birr,5,5000,5/25/2021
2216,100 Birr,4760,476000,5/24/2021
2217,25 Birr,46183,1154575,5/24/2021
2218,15 Birr,57862,867930,5/24/2021
2219,10 Birr,138425,1384250,5/24/2021
2220,50 Birr,17960,898000,5/24/2021
2221,5 Birr,66216,331080,5/24/2021
2222,1000 Birr,3,3000,5/24/2021
2223,500 Birr,24,12000,5/24/2021
2224,250 Birr,3,750,5/24/2021
2225,25 Birr,22721,568025,5/23/2021
2226,100 Birr,2223,222300,5/23/2021
2227,15 Birr,29611,444165,5/23/2021
2228,50 Birr,7495,374750,5/23/2021
2229,5 Birr,35327,176635,5/23/2021
2230,10 Birr,73439,734390,5/23/2021
2231,1000 Birr,3,3000,5/23/2021
2232,250 Birr,3,750,5/23/2021
2233,500 Birr,9,4500,5/23/2021
2234,10 Birr,122370,1223700,5/22/2021
2235,15 Birr,58036,870540,5/22/2021
2236,5 Birr,61064,305320,5/22/2021
2237,25 Birr,46065,1151625,5/22/2021
2238,50 Birr,16096,804800,5/22/2021
2239,100 Birr,4810,481000,5/22/2021
2240,250 Birr,4,1000,5/22/2021
2241,500 Birr,6,3000,5/22/2021
2242,1000 Birr,20,20000,5/22/2021
2243,50 Birr,13780,689000,5/21/2021
2244,100 Birr,4639,463900,5/21/2021
2245,25 Birr,41664,1041600,5/21/2021
2246,10 Birr,138565,1385650,5/21/2021
2247,15 Birr,52731,790965,5/21/2021
2248,5 Birr,68465,342325,5/21/2021
2249,1000 Birr,3,3000,5/21/2021
2250,500 Birr,4,2000,5/21/2021
2251,250 Birr,9,2250,5/21/2021
2252,10 Birr,129514,1295140,5/20/2021
2253,15 Birr,54030,810450,5/20/2021
2254,50 Birr,13847,692350,5/20/2021
2255,25 Birr,40308,1007700,5/20/2021
2256,100 Birr,3887,388700,5/20/2021
2257,5 Birr,62147,310735,5/20/2021
2258,500 Birr,13,6500,5/20/2021
2259,250 Birr,3,750,5/20/2021
2260,1000 Birr,2,2000,5/20/2021
2261,15 Birr,50480,757200,5/19/2021
2262,25 Birr,38915,972875,5/19/2021
2263,10 Birr,126256,1262560,5/19/2021
2264,5 Birr,53865,269325,5/19/2021
2265,50 Birr,15521,776050,5/19/2021
2266,100 Birr,4450,445000,5/19/2021
2267,500 Birr,10,5000,5/19/2021
2268,1000 Birr,3,3000,5/19/2021
2269,10 Birr,133109,1331090,5/18/2021
2270,5 Birr,65306,326530,5/18/2021
2271,100 Birr,4772,477200,5/18/2021
2272,15 Birr,48814,732210,5/18/2021
2273,25 Birr,38532,963300,5/18/2021
2274,50 Birr,14131,706550,5/18/2021
2275,250 Birr,15,3750,5/18/2021
2276,500 Birr,11,5500,5/18/2021
2277,1000 Birr,18,18000,5/18/2021
2278,5 Birr,60970,304850,5/17/2021
2279,25 Birr,51663,1291575,5/17/2021
2280,10 Birr,142845,1428450,5/17/2021
2281,15 Birr,60633,909495,5/17/2021
2282,50 Birr,14147,707350,5/17/2021
2283,100 Birr,4677,467700,5/17/2021
2284,500 Birr,4,2000,5/17/2021
2285,250 Birr,7,1750,5/17/2021
2286,1000 Birr,3,3000,5/17/2021
2287,50 Birr,11963,598150,5/16/2021
2288,10 Birr,103995,1039950,5/16/2021
2289,15 Birr,42050,630750,5/16/2021
2290,25 Birr,37257,931425,5/16/2021
2291,100 Birr,4712,471200,5/16/2021
2292,5 Birr,53223,266115,5/16/2021
2293,500 Birr,3,1500,5/16/2021
2294,250 Birr,2,500,5/16/2021
2295,25 Birr,46511,1162775,5/15/2021
2296,50 Birr,16347,817350,5/15/2021
2297,5 Birr,67581,337905,5/15/2021
2298,10 Birr,134305,1343050,5/15/2021
2299,15 Birr,62548,938220,5/15/2021
2300,100 Birr,5212,521200,5/15/2021
2301,1000 Birr,1,1000,5/15/2021
2302,250 Birr,2,500,5/15/2021
2303,500 Birr,2,1000,5/15/2021
2304,50 Birr,16933,846650,5/14/2021
2305,10 Birr,136668,1366680,5/14/2021
2306,15 Birr,55693,835395,5/14/2021
2307,25 Birr,41470,1036750,5/14/2021
2308,5 Birr,65326,326630,5/14/2021
2309,100 Birr,5079,507900,5/14/2021
2310,500 Birr,4,2000,5/14/2021
2311,250 Birr,7,1750,5/14/2021
2312,1000 Birr,8,8000,5/14/2021
2313,5 Birr,29321,146605,5/13/2021
2314,25 Birr,21544,538600,5/13/2021
2315,50 Birr,8024,401200,5/13/2021
2316,100 Birr,3115,311500,5/13/2021
2317,10 Birr,66010,660100,5/13/2021
2318,250 Birr,9,2250,5/13/2021
2319,15 Birr,24319,364785,5/13/2021
2320,1000 Birr,3,3000,5/13/2021
2321,500 Birr,2,1000,5/13/2021
2322,100 Birr,4770,477000,5/12/2021
2323,50 Birr,15514,775700,5/12/2021
2324,25 Birr,50062,1251550,5/12/2021
2325,10 Birr,120788,1207880,5/12/2021
2326,5 Birr,68155,340775,5/12/2021
2327,15 Birr,56197,842955,5/12/2021
2328,250 Birr,10,2500,5/12/2021
2329,1000 Birr,1,1000,5/12/2021
2330,500 Birr,5,2500,5/12/2021
2331,25 Birr,43754,1093850,5/11/2021
2332,10 Birr,131876,1318760,5/11/2021
2333,50 Birr,15738,786900,5/11/2021
2334,15 Birr,54886,823290,5/11/2021
2335,100 Birr,6429,642900,5/11/2021
2336,5 Birr,57691,288455,5/11/2021
2337,250 Birr,10,2500,5/11/2021
2338,500 Birr,6,3000,5/11/2021
2339,1000 Birr,2,2000,5/11/2021
2340,5 Birr,63842,319210,5/10/2021
2341,50 Birr,16008,800400,5/10/2021
2342,15 Birr,57120,856800,5/10/2021
2343,25 Birr,43738,1093450,5/10/2021
2344,10 Birr,140501,1405010,5/10/2021
2345,100 Birr,5234,523400,5/10/2021
2346,500 Birr,11,5500,5/10/2021
2347,250 Birr,8,2000,5/10/2021
2348,1000 Birr,1,1000,5/10/2021
2349,5 Birr,31800,159000,5/9/2021
2350,10 Birr,77070,770700,5/9/2021
2351,25 Birr,25694,642350,5/9/2021
2352,15 Birr,34373,515595,5/9/2021
2353,50 Birr,9889,494450,5/9/2021
2354,100 Birr,3032,303200,5/9/2021
2355,250 Birr,5,1250,5/9/2021
2356,1000 Birr,4,4000,5/9/2021
2357,500 Birr,2,1000,5/9/2021
2358,15 Birr,38709,580635,5/8/2021
2359,5 Birr,49939,249695,5/8/2021
2360,10 Birr,113492,1134920,5/8/2021
2361,50 Birr,13814,690700,5/8/2021
2362,25 Birr,33810,845250,5/8/2021
2363,100 Birr,4445,444500,5/8/2021
2364,250 Birr,4,1000,5/8/2021
2365,1000 Birr,5,5000,5/8/2021
2366,500 Birr,3,1500,5/8/2021
2367,50 Birr,14015,700750,5/7/2021
2368,15 Birr,39206,588090,5/7/2021
2369,25 Birr,32623,815575,5/7/2021
2370,100 Birr,4714,471400,5/7/2021
2371,5 Birr,47928,239640,5/7/2021
2372,10 Birr,97904,979040,5/7/2021
2373,1000 Birr,8,8000,5/7/2021
2374,250 Birr,3,750,5/7/2021
2375,500 Birr,6,3000,5/7/2021
2376,50 Birr,16434,821700,5/6/2021
2377,5 Birr,60354,301770,5/6/2021
2378,15 Birr,55325,829875,5/6/2021
2379,25 Birr,47018,1175450,5/6/2021
2380,100 Birr,5537,553700,5/6/2021
2381,10 Birr,126883,1268830,5/6/2021
2382,1000 Birr,5,5000,5/6/2021
2383,500 Birr,8,4000,5/6/2021
2384,250 Birr,12,3000,5/6/2021
2385,10 Birr,96611,966110,5/5/2021
2386,5 Birr,44387,221935,5/5/2021
2387,15 Birr,47682,715230,5/5/2021
2388,25 Birr,36166,904150,5/5/2021
2389,50 Birr,12758,637900,5/5/2021
2390,100 Birr,3399,339900,5/5/2021
2391,500 Birr,3,1500,5/5/2021
2392,1000 Birr,2,2000,5/5/2021
2393,250 Birr,2,500,5/5/2021
2394,10 Birr,117776,1177760,5/4/2021
2395,100 Birr,5768,576800,5/4/2021
2396,25 Birr,45596,1139900,5/4/2021
2397,5 Birr,45617,228085,5/4/2021
2398,15 Birr,49102,736530,5/4/2021
2399,50 Birr,17192,859600,5/4/2021
2400,1000 Birr,5,5000,5/4/2021
2401,500 Birr,12,6000,5/4/2021
2402,250 Birr,8,2000,5/4/2021
2403,15 Birr,40913,613695,5/3/2021
2404,25 Birr,35655,891375,5/3/2021
2405,10 Birr,111434,1114340,5/3/2021
2406,50 Birr,15897,794850,5/3/2021
2407,5 Birr,57662,288310,5/3/2021
2408,100 Birr,5307,530700,5/3/2021
2409,250 Birr,31,7750,5/3/2021
2410,5 Birr,28659,143295,5/2/2021
2411,50 Birr,6953,347650,5/2/2021
2412,100 Birr,2101,210100,5/2/2021
2413,25 Birr,19061,476525,5/2/2021
2414,10 Birr,52182,521820,5/2/2021
2415,15 Birr,25763,386445,5/2/2021
2416,250 Birr,5,1250,5/2/2021
2417,500 Birr,5,2500,5/2/2021
2418,10 Birr,119333,1193330,5/1/2021
2419,25 Birr,37375,934375,5/1/2021
2420,50 Birr,15851,792550,5/1/2021
2421,5 Birr,48322,241610,5/1/2021
2422,15 Birr,52507,787605,5/1/2021
2423,100 Birr,5545,554500,5/1/2021
2424,1000 Birr,16,16000,5/1/2021
2425,250 Birr,21,5250,5/1/2021
2426,500 Birr,40,20000,5/1/2021
2427,5 Birr,35647,178235,4/30/2021
2428,10 Birr,77788,777880,4/30/2021
2429,25 Birr,26189,654725,4/30/2021
2430,15 Birr,36167,542505,4/30/2021
2431,50 Birr,9405,470250,4/30/2021
2432,100 Birr,3146,314600,4/30/2021
2433,1000 Birr,4,4000,4/30/2021
2434,500 Birr,5,2500,4/30/2021
2435,250 Birr,6,1500,4/30/2021
2436,50 Birr,10836,541800,4/29/2021
2437,100 Birr,3138,313800,4/29/2021
2438,5 Birr,50979,254895,4/29/2021
2439,10 Birr,99354,993540,4/29/2021
2440,25 Birr,29855,746375,4/29/2021
2441,15 Birr,41106,616590,4/29/2021
2442,250 Birr,8,2000,4/29/2021
2443,1000 Birr,2,2000,4/29/2021
2444,500 Birr,3,1500,4/29/2021
2445,50 Birr,12006,600300,4/28/2021
2446,5 Birr,55063,275315,4/28/2021
2447,10 Birr,95037,950370,4/28/2021
2448,25 Birr,31341,783525,4/28/2021
2449,15 Birr,40469,607035,4/28/2021
2450,100 Birr,6225,622500,4/28/2021
2451,500 Birr,15,7500,4/28/2021
2452,1000 Birr,4,4000,4/28/2021
2453,250 Birr,7,1750,4/28/2021
2454,50 Birr,13362,668100,4/27/2021
2455,10 Birr,112209,1122090,4/27/2021
2456,25 Birr,32066,801650,4/27/2021
2457,15 Birr,40107,601605,4/27/2021
2458,5 Birr,51274,256370,4/27/2021
2459,100 Birr,3568,356800,4/27/2021
2460,250 Birr,9,2250,4/27/2021
2461,500 Birr,3,1500,4/27/2021
2462,1000 Birr,6,6000,4/27/2021
2463,10 Birr,109379,1093790,4/26/2021
2464,50 Birr,10904,545200,4/26/2021
2465,15 Birr,47176,707640,4/26/2021
2466,25 Birr,39672,991800,4/26/2021
2467,5 Birr,44598,222990,4/26/2021
2468,100 Birr,3990,399000,4/26/2021
2469,1000 Birr,7,7000,4/26/2021
2470,500 Birr,7,3500,4/26/2021
2471,250 Birr,4,1000,4/26/2021
2472,10 Birr,56269,562690,4/25/2021
2473,100 Birr,1524,152400,4/25/2021
2474,50 Birr,7299,364950,4/25/2021
2475,5 Birr,25399,126995,4/25/2021
2476,15 Birr,22407,336105,4/25/2021
2477,25 Birr,17765,444125,4/25/2021
2478,1000 Birr,3,3000,4/25/2021
2479,250 Birr,2,500,4/25/2021
2480,500 Birr,2,1000,4/25/2021
2481,10 Birr,122089,1220890,4/24/2021
2482,5 Birr,58876,294380,4/24/2021
2483,15 Birr,41474,622110,4/24/2021
2484,25 Birr,30771,769275,4/24/2021
2485,50 Birr,11528,576400,4/24/2021
2486,100 Birr,3632,363200,4/24/2021
2487,500 Birr,4,2000,4/24/2021
2488,250 Birr,2,500,4/24/2021
2489,100 Birr,3595,359500,4/23/2021
2490,10 Birr,101822,1018220,4/23/2021
2491,15 Birr,37896,568440,4/23/2021
2492,25 Birr,33517,837925,4/23/2021
2493,5 Birr,46467,232335,4/23/2021
2494,50 Birr,12326,616300,4/23/2021
2495,500 Birr,5,2500,4/23/2021
2496,250 Birr,6,1500,4/23/2021
2497,1000 Birr,12,12000,4/23/2021
2498,50 Birr,10747,537350,4/22/2021
2499,15 Birr,42752,641280,4/22/2021
2500,5 Birr,55644,278220,4/22/2021
2501,10 Birr,90561,905610,4/22/2021
2502,100 Birr,4296,429600,4/22/2021
2503,25 Birr,30237,755925,4/22/2021
2504,250 Birr,3,750,4/22/2021
2505,500 Birr,5,2500,4/22/2021
2506,10 Birr,100149,1001490,4/21/2021
2507,15 Birr,38394,575910,4/21/2021
2508,5 Birr,47831,239155,4/21/2021
2509,50 Birr,9155,457750,4/21/2021
2510,25 Birr,28824,720600,4/21/2021
2511,100 Birr,3652,365200,4/21/2021
2512,500 Birr,2,1000,4/21/2021
2513,250 Birr,3,750,4/21/2021
2514,1000 Birr,6,6000,4/21/2021
2515,5 Birr,56536,282680,4/20/2021
2516,10 Birr,113223,1132230,4/20/2021
2517,25 Birr,28517,712925,4/20/2021
2518,50 Birr,13822,691100,4/20/2021
2519,15 Birr,45196,677940,4/20/2021
2520,100 Birr,4162,416200,4/20/2021
2521,1000 Birr,6,6000,4/20/2021
2522,500 Birr,4,2000,4/20/2021
2523,250 Birr,4,1000,4/20/2021
2524,10 Birr,113167,1131670,4/19/2021
2525,100 Birr,2788,278800,4/19/2021
2526,50 Birr,13247,662350,4/19/2021
2527,15 Birr,42455,636825,4/19/2021
2528,5 Birr,64045,320225,4/19/2021
2529,25 Birr,33640,841000,4/19/2021
2530,1000 Birr,3,3000,4/19/2021
2531,25 Birr,15641,391025,4/18/2021
2532,10 Birr,58987,589870,4/18/2021
2533,15 Birr,22903,343545,4/18/2021
2534,50 Birr,5720,286000,4/18/2021
2535,5 Birr,28395,141975,4/18/2021
2536,100 Birr,1736,173600,4/18/2021
2537,500 Birr,6,3000,4/18/2021
2538,5 Birr,46497,232485,4/17/2021
2539,15 Birr,39414,591210,4/17/2021
2540,10 Birr,84066,840660,4/17/2021
2541,25 Birr,32884,822100,4/17/2021
2542,100 Birr,2673,267300,4/17/2021
2543,50 Birr,8623,431150,4/17/2021
2544,1000 Birr,3,3000,4/17/2021
2545,250 Birr,1,250,4/17/2021
2546,500 Birr,3,1500,4/17/2021
2547,50 Birr,11537,576850,4/16/2021
2548,10 Birr,111761,1117610,4/16/2021
2549,5 Birr,36176,180880,4/16/2021
2550,15 Birr,38269,574035,4/16/2021
2551,25 Birr,28487,712175,4/16/2021
2552,100 Birr,4854,485400,4/16/2021
2553,250 Birr,4,1000,4/16/2021
2554,500 Birr,101,50500,4/16/2021
2555,1000 Birr,1,1000,4/16/2021
2556,10 Birr,110002,1100020,4/15/2021
2557,15 Birr,41590,623850,4/15/2021
2558,25 Birr,31744,793600,4/15/2021
2559,5 Birr,56365,281825,4/15/2021
2560,50 Birr,10697,534850,4/15/2021
2561,100 Birr,4018,401800,4/15/2021
2562,1000 Birr,2,2000,4/15/2021
2563,500 Birr,2,1000,4/15/2021
2564,250 Birr,8,2000,4/15/2021
2565,50 Birr,10926,546300,4/14/2021
2566,25 Birr,31244,781100,4/14/2021
2567,100 Birr,3221,322100,4/14/2021
2568,5 Birr,63282,316410,4/14/2021
2569,10 Birr,87782,877820,4/14/2021
2570,15 Birr,47825,717375,4/14/2021
2571,500 Birr,4,2000,4/14/2021
2572,1000 Birr,3,3000,4/14/2021
2573,250 Birr,1,250,4/14/2021
2574,100 Birr,3264,326400,4/13/2021
2575,10 Birr,129472,1294720,4/13/2021
2576,5 Birr,59515,297575,4/13/2021
2577,25 Birr,32619,815475,4/13/2021
2578,50 Birr,10820,541000,4/13/2021
2579,15 Birr,46597,698955,4/13/2021
2580,500 Birr,8,4000,4/13/2021
2581,250 Birr,4,1000,4/13/2021
2582,1000 Birr,3,3000,4/13/2021
2583,10 Birr,139927,1399270,4/12/2021
2584,15 Birr,46340,695100,4/12/2021
2585,25 Birr,35820,895500,4/12/2021
2586,50 Birr,13644,682200,4/12/2021
2587,100 Birr,4771,477100,4/12/2021
2588,5 Birr,70371,351855,4/12/2021
2589,500 Birr,9,4500,4/12/2021
2590,250 Birr,10,2500,4/12/2021
2591,1000 Birr,2,2000,4/12/2021
2592,25 Birr,18429,460725,4/11/2021
2593,15 Birr,22584,338760,4/11/2021
2594,10 Birr,69544,695440,4/11/2021
2595,100 Birr,2200,220000,4/11/2021
2596,5 Birr,29289,146445,4/11/2021
2597,50 Birr,5869,293450,4/11/2021
2598,250 Birr,5,1250,4/11/2021
2599,1000 Birr,3,3000,4/11/2021
2600,500 Birr,1,500,4/11/2021
2601,15 Birr,55344,830160,4/10/2021
2602,10 Birr,135205,1352050,4/10/2021
2603,25 Birr,47035,1175875,4/10/2021
2604,50 Birr,20737,1036850,4/10/2021
2605,100 Birr,3619,361900,4/10/2021
2606,5 Birr,94539,472695,4/10/2021
2607,500 Birr,12,6000,4/10/2021
2608,250 Birr,2,500,4/10/2021
2609,1000 Birr,2,2000,4/10/2021
2610,25 Birr,27152,678800,4/9/2021
2611,10 Birr,114394,1143940,4/9/2021
2612,15 Birr,32551,488265,4/9/2021
2613,5 Birr,44845,224225,4/9/2021
